id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
100161,1,4,Weekend dinner,8,Inception,Coke,"Friends,Strangers",A little (mild),Shawarma
100162,2,5,"Week day dinner,Weekend lunch,Late night snack",9,The Matrix,Pepsi,Friends,A moderate amount (medium),Pizza
100163,3,6,"Week day dinner,At a party",10,Titanic,Sprite,"Parents,Siblings",A lot (hot),Sushi
100164,4,7,Weekend dinner,11,Forrest Gump,Water,Teachers,I will have some of this food item with my hot sauce,Shawarma
100165,5,8,"Week day dinner,Weekend lunch,Late night snack",12,The Godfather,Beer,"Friends,Strangers",None,Pizza
100166,1,9,"Week day dinner,At a party",13,Pulp Fiction,Lemonade,Friends,A little (mild),Sushi
100167,2,10,Weekend dinner,14,Shawshank Redemption,Iced Tea,"Parents,Siblings",A moderate amount (medium),Shawarma
100168,3,11,"Week day dinner,Weekend lunch,Late night snack",15,Inception,Coke,Teachers,A lot (hot),Pizza
100169,4,12,Weekend dinner,16,The Matrix,Pepsi,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
100170,5,3,"Week day dinner,Weekend lunch,Late night snack",17,Titanic,Sprite,Friends,None,Shawarma
100171,1,4,Weekend dinner,18,Forrest Gump,Water,"Parents,Siblings",A little (mild),Pizza
100172,2,5,"Week day dinner,Weekend lunch,Late night snack",19,The Godfather,Beer,Teachers,A moderate amount (medium),Sushi
100173,3,6,"Week day dinner,At a party",20,Pulp Fiction,Lemonade,"Friends,Strangers",A lot (hot),Shawarma
100174,4,7,Weekend dinner,21,Shawshank Redemption,Iced Tea,Friends,I will have some of this food item with my hot sauce,Pizza
100175,5,8,"Week day dinner,Weekend lunch,Late night snack",22,Inception,Coke,"Parents,Siblings",None,Sushi
100176,1,9,"Week day dinner,At a party",23,The Matrix,Pepsi,Teachers,A little (mild),Shawarma
100177,2,10,Weekend dinner,24,Titanic,Sprite,"Friends,Strangers",A moderate amount (medium),Pizza
100178,3,11,"Week day dinner,Weekend lunch,Late night snack",25,Forrest Gump,Water,Friends,A lot (hot),Sushi
100179,4,12,Weekend dinner,26,The Godfather,Beer,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
100180,5,3,"Week day dinner,Weekend lunch,Late night snack",27,Pulp Fiction,Lemonade,Teachers,None,Pizza
100181,1,4,Weekend dinner,28,Shawshank Redemption,Iced Tea,"Friends,Strangers",A little (mild),Sushi
100182,2,5,"Week day dinner,Weekend lunch,Late night snack",3,Inception,Coke,Friends,A moderate amount (medium),Shawarma
100183,3,6,"Week day dinner,At a party",4,The Matrix,Pepsi,"Parents,Siblings",A lot (hot),Pizza
100184,4,7,Weekend dinner,5,Titanic,Sprite,Teachers,I will have some of this food item with my hot sauce,Sushi
100185,5,8,"Week day dinner,Weekend lunch,Late night snack",6,Forrest Gump,Water,"Friends,Strangers",None,Shawarma
100186,1,9,"Week day dinner,At a party",7,The Godfather,Beer,Friends,A little (mild),Pizza
100187,2,10,Weekend dinner,8,Pulp Fiction,Lemonade,"Parents,Siblings",A moderate amount (medium),Sushi
100188,3,11,"Week day dinner,Weekend lunch,Late night snack",9,Shawshank Redemption,Iced Tea,Teachers,A lot (hot),Shawarma
100189,4,12,Weekend dinner,10,Inception,Coke,"Friends,Strangers",I will have some of this food item with my hot sauce,Pizza
100190,5,3,"Week day dinner,Weekend lunch,Late night snack",11,The Matrix,Pepsi,Friends,None,Sushi
100191,1,4,Weekend dinner,12,Titanic,Sprite,"Parents,Siblings",A little (mild),Shawarma
100192,2,5,"Week day dinner,Weekend lunch,Late night snack",13,Forrest Gump,Water,Teachers,A moderate amount (medium),Pizza
100193,3,6,"Week day dinner,At a party",14,The Godfather,Beer,"Friends,Strangers",A lot (hot),Sushi
100194,4,7,Weekend dinner,15,Pulp Fiction,Lemonade,Friends,I will have some of this food item with my hot sauce,Shawarma
100195,5,8,"Week day dinner,Weekend lunch,Late night snack",16,Shawshank Redemption,Iced Tea,"Parents,Siblings",None,Pizza
100196,1,9,"Week day dinner,At a party",17,Inception,Coke,Teachers,A little (mild),Sushi
100197,2,10,Weekend dinner,18,The Matrix,Pepsi,"Friends,Strangers",A moderate amount (medium),Shawarma
100198,3,11,"Week day dinner,Weekend lunch,Late night snack",19,Titanic,Sprite,Friends,A lot (hot),Pizza
100199,4,12,Weekend dinner,20,Forrest Gump,Water,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
100200,5,3,"Week day dinner,Weekend lunch,Late night snack",21,The Godfather,Beer,Teachers,None,Shawarma
100201,1,4,Weekend dinner,22,Pulp Fiction,Lemonade,"Friends,Strangers",A little (mild),Pizza
100202,2,5,"Week day dinner,Weekend lunch,Late night snack",23,Shawshank Redemption,Iced Tea,Friends,A moderate amount (medium),Sushi
100203,3,6,"Week day dinner,At a party",24,Inception,Coke,"Parents,Siblings",A lot (hot),Shawarma
100204,4,7,Weekend dinner,25,The Matrix,Pepsi,Teachers,I will have some of this food item with my hot sauce,Pizza
100205,5,8,"Week day dinner,Weekend lunch,Late night snack",26,Titanic,Sprite,"Friends,Strangers",None,Sushi
100206,1,9,"Week day dinner,At a party",27,Forrest Gump,Water,Friends,A little (mild),Shawarma
100207,2,10,Weekend dinner,28,The Godfather,Beer,"Parents,Siblings",A moderate amount (medium),Pizza
100208,3,11,"Week day dinner,Weekend lunch,Late night snack",3,Pulp Fiction,Lemonade,Teachers,A lot (hot),Sushi
100209,4,12,Weekend dinner,4,Shawshank Redemption,Iced Tea,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
100210,5,3,"Week day dinner,Weekend lunch,Late night snack",5,Inception,Coke,Friends,None,Pizza
100211,1,4,Weekend dinner,6,The Matrix,Pepsi,"Parents,Siblings",A little (mild),Sushi
100212,2,5,"Week day dinner,Weekend lunch,Late night snack",7,Titanic,Sprite,Teachers,A moderate amount (medium),Shawarma
100213,3,6,"Week day dinner,At a party",8,Forrest Gump,Water,"Friends,Strangers",A lot (hot),Pizza
100214,4,7,Weekend dinner,9,The Godfather,Beer,Friends,I will have some of this food item with my hot sauce,Sushi
100215,5,8,"Week day dinner,Weekend lunch,Late night snack",10,Pulp Fiction,Lemonade,"Parents,Siblings",None,Shawarma
100216,1,9,"Week day dinner,At a party",11,Shawshank Redemption,Iced Tea,Teachers,A little (mild),Pizza
100217,2,10,Weekend dinner,12,Inception,Coke,"Friends,Strangers",A moderate amount (medium),Sushi
100218,3,11,"Week day dinner,Weekend lunch,Late night snack",13,The Matrix,Pepsi,Friends,A lot (hot),Shawarma
100219,4,12,Weekend dinner,14,Titanic,Sprite,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
100220,5,3,"Week day dinner,Weekend lunch,Late night snack",15,Forrest Gump,Water,Teachers,None,Sushi
100221,1,4,Weekend dinner,16,The Godfather,Beer,"Friends,Strangers",A little (mild),Shawarma
100222,2,5,"Week day dinner,Weekend lunch,Late night snack",17,Pulp Fiction,Lemonade,Friends,A moderate amount (medium),Pizza
100223,3,6,"Week day dinner,At a party",18,Shawshank Redemption,Iced Tea,"Parents,Siblings",A lot (hot),Sushi
100224,4,7,Weekend dinner,19,Inception,Coke,Teachers,I will have some of this food item with my hot sauce,Shawarma
100225,5,8,"Week day dinner,Weekend lunch,Late night snack",20,The Matrix,Pepsi,"Friends,Strangers",None,Pizza
100226,1,9,"Week day dinner,At a party",21,Titanic,Sprite,Friends,A little (mild),Sushi
100227,2,10,Weekend dinner,22,Forrest Gump,Water,"Parents,Siblings",A moderate amount (medium),Shawarma
100228,3,11,"Week day dinner,Weekend lunch,Late night snack",23,The Godfather,Beer,Teachers,A lot (hot),Pizza
100229,4,12,Weekend dinner,24,Pulp Fiction,Lemonade,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
100230,5,3,"Week day dinner,Weekend lunch,Late night snack",25,Shawshank Redemption,Iced Tea,Friends,None,Shawarma
100231,1,4,Weekend dinner,26,Inception,Coke,"Parents,Siblings",A little (mild),Pizza
100232,2,5,"Week day dinner,Weekend lunch,Late night snack",27,The Matrix,Pepsi,Teachers,A moderate amount (medium),Sushi
100233,3,6,"Week day dinner,At a party",28,Titanic,Sprite,"Friends,Strangers",A lot (hot),Shawarma
100234,4,7,Weekend dinner,3,Forrest Gump,Water,Friends,I will have some of this food item with my hot sauce,Pizza
100235,5,8,"Week day dinner,Weekend lunch,Late night snack",4,The Godfather,Beer,"Parents,Siblings",None,Sushi
100236,1,9,"Week day dinner,At a party",5,Pulp Fiction,Lemonade,Teachers,A little (mild),Shawarma
100237,2,10,Weekend dinner,6,Shawshank Redemption,Iced Tea,"Friends,Strangers",A moderate amount (medium),Pizza
100238,3,11,"Week day dinner,Weekend lunch,Late night snack",7,Inception,Coke,Friends,A lot (hot),Sushi
100239,4,12,Weekend dinner,8,The Matrix,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
100240,5,3,"Week day dinner,Weekend lunch,Late night snack",9,Titanic,Sprite,Teachers,None,Pizza
100241,1,4,Weekend dinner,10,Forrest Gump,Water,"Friends,Strangers",A little (mild),Sushi
100242,2,5,"Week day dinner,Weekend lunch,Late night snack",11,The Godfather,Beer,Friends,A moderate amount (medium),Shawarma
100243,3,6,"Week day dinner,At a party",12,Pulp Fiction,Lemonade,"Parents,Siblings",A lot (hot),Pizza
100244,4,7,Weekend dinner,13,Shawshank Redemption,Iced Tea,Teachers,I will have some of this food item with my hot sauce,Sushi
100245,5,8,"Week day dinner,Weekend lunch,Late night snack",14,Inception,Coke,"Friends,Strangers",None,Shawarma
100246,1,9,"Week day dinner,At a party",15,The Matrix,Pepsi,Friends,A little (mild),Pizza
100247,2,10,Weekend dinner,16,Titanic,Sprite,"Parents,Siblings",A moderate amount (medium),Sushi
100248,3,11,"Week day dinner,Weekend lunch,Late night snack",17,Forrest Gump,Water,Teachers,A lot (hot),Shawarma
100249,4,12,Weekend dinner,18,The Godfather,Beer,"Friends,Strangers",I will have some of this food item with my hot sauce,Pizza
100250,5,3,"Week day dinner,Weekend lunch,Late night snack",19,Pulp Fiction,Lemonade,Friends,None,Sushi
100251,1,4,Weekend dinner,20,Shawshank Redemption,Iced Tea,"Parents,Siblings",A little (mild),Shawarma
100252,2,5,"Week day dinner,Weekend lunch,Late night snack",21,Inception,Coke,Teachers,A moderate amount (medium),Pizza
100253,3,6,"Week day dinner,At a party",22,The Matrix,Pepsi,"Friends,Strangers",A lot (hot),Sushi
100254,4,7,Weekend dinner,23,Titanic,Sprite,Friends,I will have some of this food item with my hot sauce,Shawarma
100255,5,8,"Week day dinner,Weekend lunch,Late night snack",24,Forrest Gump,Water,"Parents,Siblings",None,Pizza
100256,1,9,"Week day dinner,At a party",25,The Godfather,Beer,Teachers,A little (mild),Sushi
100257,2,10,Weekend dinner,26,Pulp Fiction,Lemonade,"Friends,Strangers",A moderate amount (medium),Shawarma
100258,3,11,"Week day dinner,Weekend lunch,Late night snack",27,Shawshank Redemption,Iced Tea,Friends,A lot (hot),Pizza
100259,4,12,Weekend dinner,28,Inception,Coke,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
100260,5,3,"Week day dinner,Weekend lunch,Late night snack",3,The Matrix,Pepsi,Teachers,None,Shawarma
100261,1,4,Weekend dinner,4,Titanic,Sprite,"Friends,Strangers",A little (mild),Pizza
100262,2,5,"Week day dinner,Weekend lunch,Late night snack",5,Forrest Gump,Water,Friends,A moderate amount (medium),Sushi
100263,3,6,"Week day dinner,At a party",6,The Godfather,Beer,"Parents,Siblings",A lot (hot),Shawarma
100264,4,7,Weekend dinner,7,Pulp Fiction,Lemonade,Teachers,I will have some of this food item with my hot sauce,Pizza
100265,5,8,"Week day dinner,Weekend lunch,Late night snack",8,Shawshank Redemption,Iced Tea,"Friends,Strangers",None,Sushi
100266,1,9,"Week day dinner,At a party",9,Inception,Coke,Friends,A little (mild),Shawarma
100267,2,10,Weekend dinner,10,The Matrix,Pepsi,"Parents,Siblings",A moderate amount (medium),Pizza
100268,3,11,"Week day dinner,Weekend lunch,Late night snack",11,Titanic,Sprite,Teachers,A lot (hot),Sushi
100269,4,12,Weekend dinner,12,Forrest Gump,Water,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
100270,5,3,"Week day dinner,Weekend lunch,Late night snack",13,The Godfather,Beer,Friends,None,Pizza
100271,1,4,Weekend dinner,14,Pulp Fiction,Lemonade,"Parents,Siblings",A little (mild),Sushi
100272,2,5,"Week day dinner,Weekend lunch,Late night snack",15,Shawshank Redemption,Iced Tea,Teachers,A moderate amount (medium),Shawarma
100273,3,6,"Week day dinner,At a party",16,Inception,Coke,"Friends,Strangers",A lot (hot),Pizza
100274,4,7,Weekend dinner,17,The Matrix,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
100275,5,8,"Week day dinner,Weekend lunch,Late night snack",18,Titanic,Sprite,"Parents,Siblings",None,Shawarma
100276,1,9,"Week day dinner,At a party",19,Forrest Gump,Water,Teachers,A little (mild),Pizza
100277,2,10,Weekend dinner,20,The Godfather,Beer,"Friends,Strangers",A moderate amount (medium),Sushi
100278,3,11,"Week day dinner,Weekend lunch,Late night snack",21,Pulp Fiction,Lemonade,Friends,A lot (hot),Shawarma
100279,4,12,Weekend dinner,22,Shawshank Redemption,Iced Tea,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
100280,5,3,"Week day dinner,Weekend lunch,Late night snack",23,Inception,Coke,Teachers,None,Sushi
100281,1,4,Weekend dinner,24,The Matrix,Pepsi,"Friends,Strangers",A little (mild),Shawarma
100282,2,5,"Week day dinner,Weekend lunch,Late night snack",25,Titanic,Sprite,Friends,A moderate amount (medium),Pizza
100283,3,6,"Week day dinner,At a party",26,Forrest Gump,Water,"Parents,Siblings",A lot (hot),Sushi
100284,4,7,Weekend dinner,27,The Godfather,Beer,Teachers,I will have some of this food item with my hot sauce,Shawarma
100285,5,8,"Week day dinner,Weekend lunch,Late night snack",28,Pulp Fiction,Lemonade,"Friends,Strangers",None,Pizza
100286,1,9,"Week day dinner,At a party",3,Shawshank Redemption,Iced Tea,Friends,A little (mild),Sushi
100287,2,10,Weekend dinner,4,Inception,Coke,"Parents,Siblings",A moderate amount (medium),Shawarma
100288,3,11,"Week day dinner,Weekend lunch,Late night snack",5,The Matrix,Pepsi,Teachers,A lot (hot),Pizza
100289,4,12,Weekend dinner,6,Titanic,Sprite,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
100290,5,3,"Week day dinner,Weekend lunch,Late night snack",7,Forrest Gump,Water,Friends,None,Shawarma
100291,1,4,Weekend dinner,8,The Godfather,Beer,"Parents,Siblings",A little (mild),Pizza
100292,2,5,"Week day dinner,Weekend lunch,Late night snack",9,Pulp Fiction,Lemonade,Teachers,A moderate amount (medium),Sushi
100293,3,6,"Week day dinner,At a party",10,Shawshank Redemption,Iced Tea,"Friends,Strangers",A lot (hot),Shawarma
100294,4,7,Weekend dinner,11,Inception,Coke,Friends,I will have some of this food item with my hot sauce,Pizza
100295,5,8,"Week day dinner,Weekend lunch,Late night snack",12,The Matrix,Pepsi,"Parents,Siblings",None,Sushi
100296,1,9,"Week day dinner,At a party",13,Titanic,Sprite,Teachers,A little (mild),Shawarma
100297,2,5,Weekend dinner,14,Forrest Gump,Water,"Friends,Strangers",A moderate amount (medium),Pizza
100298,3,6,"Week day dinner,Weekend lunch,Late night snack",15,The Godfather,Beer,Friends,A lot (hot),Sushi
100299,4,7,Weekend dinner,16,Pulp Fiction,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
100300,5,8,"Week day dinner,Weekend lunch,Late night snack",17,Shawshank Redemption,Iced Tea,Teachers,None,Pizza
100301,1,9,Weekend dinner,18,Inception,Coke,"Friends,Strangers",A little (mild),Sushi
100302,2,10,"Week day dinner,Weekend lunch,Late night snack",19,The Matrix,Pepsi,Friends,A moderate amount (medium),Shawarma
100303,3,11,"Week day dinner,At a party",20,Titanic,Sprite,"Parents,Siblings",A lot (hot),Pizza
100304,4,7,Weekend dinner,21,Forrest Gump,Water,Teachers,I will have some of this food item with my hot sauce,Sushi
100305,5,8,"Week day dinner,Weekend lunch,Late night snack",22,The Godfather,Beer,"Friends,Strangers",None,Shawarma
100306,1,9,Weekend dinner,23,Pulp Fiction,Lemonade,Friends,A little (mild),Pizza
100307,2,10,"Week day dinner,Weekend lunch,Late night snack",24,Shawshank Redemption,Iced Tea,"Parents,Siblings",A moderate amount (medium),Sushi
100308,3,11,"Week day dinner,At a party",25,Inception,Coke,Teachers,A lot (hot),Shawarma
100309,4,12,Weekend dinner,26,The Matrix,Pepsi,"Friends,Strangers",I will have some of this food item with my hot sauce,Pizza
100310,5,3,"Week day dinner,Weekend lunch,Late night snack",27,Titanic,Sprite,Friends,None,Sushi
100311,1,4,Weekend dinner,28,Forrest Gump,Water,"Parents,Siblings",A little (mild),Shawarma
100312,2,5,"Week day dinner,Weekend lunch,Late night snack",3,The Godfather,Beer,Teachers,A moderate amount (medium),Pizza
100313,3,6,"Week day dinner,At a party",4,Pulp Fiction,Lemonade,"Friends,Strangers",A lot (hot),Sushi
100314,4,7,Weekend dinner,5,Shawshank Redemption,Iced Tea,Friends,I will have some of this food item with my hot sauce,Shawarma
100315,5,8,"Week day dinner,Weekend lunch,Late night snack",6,Inception,Coke,"Parents,Siblings",None,Pizza
100316,1,9,Weekend dinner,7,The Matrix,Pepsi,Teachers,A little (mild),Sushi
100317,2,10,"Week day dinner,Weekend lunch,Late night snack",8,Titanic,Sprite,"Friends,Strangers",A moderate amount (medium),Shawarma
100318,3,11,"Week day dinner,At a party",9,Forrest Gump,Water,Friends,A lot (hot),Pizza
100319,4,12,Weekend dinner,10,The Godfather,Beer,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
100320,5,3,"Week day dinner,Weekend lunch,Late night snack",11,Pulp Fiction,Lemonade,Teachers,None,Shawarma
100321,1,4,Weekend dinner,12,Shawshank Redemption,Iced Tea,"Friends,Strangers",A little (mild),Pizza
100322,2,5,"Week day dinner,Weekend lunch,Late night snack",13,Inception,Coke,Friends,A moderate amount (medium),Sushi
100323,3,6,"Week day dinner,At a party",14,The Matrix,Pepsi,"Parents,Siblings",A lot (hot),Shawarma
100324,4,7,Weekend dinner,15,Titanic,Sprite,Teachers,I will have some of this food item with my hot sauce,Pizza
100325,5,8,"Week day dinner,Weekend lunch,Late night snack",16,Forrest Gump,Water,"Friends,Strangers",None,Sushi
100326,1,9,Weekend dinner,17,The Godfather,Beer,Friends,A little (mild),Shawarma
100327,2,10,"Week day dinner,Weekend lunch,Late night snack",18,Pulp Fiction,Lemonade,"Parents,Siblings",A moderate amount (medium),Pizza
100328,3,11,"Week day dinner,At a party",19,Shawshank Redemption,Iced Tea,Teachers,A lot (hot),Sushi
100329,4,7,Weekend dinner,20,Inception,Coke,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
100330,5,8,"Week day dinner,Weekend lunch,Late night snack",21,The Matrix,Pepsi,Friends,None,Pizza
100331,1,9,Weekend dinner,22,Titanic,Sprite,"Parents,Siblings",A little (mild),Sushi
100332,2,5,"Week day dinner,Weekend lunch,Late night snack",23,Forrest Gump,Water,Teachers,A moderate amount (medium),Shawarma
100333,3,6,"Week day dinner,At a party",24,The Godfather,Beer,"Friends,Strangers",A lot (hot),Pizza
100334,4,7,Weekend dinner,25,Pulp Fiction,Lemonade,Friends,I will have some of this food item with my hot sauce,Sushi
100335,5,8,"Week day dinner,Weekend lunch,Late night snack",26,Shawshank Redemption,Iced Tea,"Parents,Siblings",None,Shawarma
100336,1,9,Weekend dinner,27,Inception,Coke,Teachers,A little (mild),Pizza
100337,2,10,"Week day dinner,Weekend lunch,Late night snack",28,The Matrix,Pepsi,"Friends,Strangers",A moderate amount (medium),Sushi
100338,3,11,"Week day dinner,At a party",3,Titanic,Sprite,Friends,A lot (hot),Shawarma
100339,4,7,Weekend dinner,4,Forrest Gump,Water,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
100340,5,8,"Week day dinner,Weekend lunch,Late night snack",5,The Godfather,Beer,Teachers,None,Sushi
100341,1,9,Weekend dinner,6,Pulp Fiction,Lemonade,"Friends,Strangers",A little (mild),Shawarma
100342,2,10,"Week day dinner,Weekend lunch,Late night snack",7,Shawshank Redemption,Iced Tea,Friends,A moderate amount (medium),Pizza
100343,3,11,"Week day dinner,At a party",8,Inception,Coke,"Parents,Siblings",A lot (hot),Sushi
100344,4,7,Weekend dinner,9,The Matrix,Pepsi,Teachers,I will have some of this food item with my hot sauce,Shawarma
100345,5,8,"Week day dinner,Weekend lunch,Late night snack",10,Titanic,Sprite,"Friends,Strangers",None,Pizza
100346,1,9,Weekend dinner,11,Forrest Gump,Water,Friends,A little (mild),Sushi
100347,2,10,"Week day dinner,Weekend lunch,Late night snack",12,The Godfather,Beer,"Parents,Siblings",A moderate amount (medium),Shawarma
100348,3,11,"Week day dinner,At a party",13,Pulp Fiction,Lemonade,Teachers,A lot (hot),Pizza
100349,4,7,Weekend dinner,14,Shawshank Redemption,Iced Tea,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
100350,5,8,"Week day dinner,Weekend lunch,Late night snack",15,Inception,Coke,Friends,None,Shawarma
100351,1,9,Weekend dinner,16,The Matrix,Pepsi,"Parents,Siblings",A little (mild),Pizza
100352,2,5,"Week day dinner,Weekend lunch,Late night snack",17,Titanic,Sprite,Teachers,A moderate amount (medium),Sushi
100353,3,6,"Week day dinner,At a party",18,Forrest Gump,Water,"Friends,Strangers",A lot (hot),Shawarma
100354,4,7,Weekend dinner,19,The Godfather,Beer,Friends,I will have some of this food item with my hot sauce,Pizza
100355,5,8,"Week day dinner,Weekend lunch,Late night snack",20,Pulp Fiction,Lemonade,"Parents,Siblings",None,Sushi
100356,1,9,Weekend dinner,21,Shawshank Redemption,Iced Tea,Teachers,A little (mild),Shawarma
100357,2,10,"Week day dinner,Weekend lunch,Late night snack",22,Inception,Coke,"Friends,Strangers",A moderate amount (medium),Pizza
100358,3,11,"Week day dinner,At a party",23,The Matrix,Pepsi,Friends,A lot (hot),Sushi
100359,4,7,Weekend dinner,24,Titanic,Sprite,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
100360,5,8,"Week day dinner,Weekend lunch,Late night snack",25,Forrest Gump,Water,Teachers,None,Pizza
100361,1,9,Weekend dinner,26,The Godfather,Beer,"Friends,Strangers",A little (mild),Sushi
100362,2,5,"Week day dinner,Weekend lunch,Late night snack",27,Pulp Fiction,Lemonade,Friends,A moderate amount (medium),Shawarma
100363,3,6,"Week day dinner,At a party",28,Shawshank Redemption,Iced Tea,"Parents,Siblings",A lot (hot),Pizza
100364,4,7,Weekend dinner,3,Inception,Coke,Teachers,I will have some of this food item with my hot sauce,Sushi
100365,5,8,"Week day dinner,Weekend lunch,Late night snack",4,The Matrix,Pepsi,"Friends,Strangers",None,Shawarma
100366,1,9,Weekend dinner,5,Titanic,Sprite,Friends,A little (mild),Pizza
100367,2,5,"Week day dinner,Weekend lunch,Late night snack",6,Forrest Gump,Water,"Parents,Siblings",A moderate amount (medium),Sushi
100368,3,6,"Week day dinner,At a party",7,The Godfather,Beer,Teachers,A lot (hot),Shawarma
100369,4,7,Weekend dinner,8,Pulp Fiction,Lemonade,"Friends,Strangers",I will have some of this food item with my hot sauce,Pizza
100370,5,8,"Week day dinner,Weekend lunch,Late night snack",9,Shawshank Redemption,Iced Tea,Friends,None,Sushi
100371,1,9,Weekend dinner,10,Inception,Coke,"Parents,Siblings",A little (mild),Shawarma
100372,2,5,"Week day dinner,Weekend lunch,Late night snack",11,The Matrix,Pepsi,Teachers,A moderate amount (medium),Pizza
100373,3,6,"Week day dinner,At a party",12,Titanic,Sprite,"Friends,Strangers",A lot (hot),Sushi
100374,4,7,Weekend dinner,13,Forrest Gump,Water,Friends,I will have some of this food item with my hot sauce,Shawarma
100375,5,8,"Week day dinner,Weekend lunch,Late night snack",14,The Godfather,Beer,"Parents,Siblings",None,Pizza
100376,1,9,Weekend dinner,15,Pulp Fiction,Lemonade,Teachers,A little (mild),Sushi
100377,2,5,"Week day dinner,Weekend lunch,Late night snack",16,Shawshank Redemption,Iced Tea,"Friends,Strangers",A moderate amount (medium),Shawarma
100378,3,6,"Week day dinner,At a party",17,Inception,Coke,Friends,A lot (hot),Pizza
100379,4,7,Weekend dinner,18,The Matrix,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
100380,5,8,"Week day dinner,Weekend lunch,Late night snack",19,Titanic,Sprite,Teachers,None,Shawarma
100381,1,9,Weekend dinner,20,Forrest Gump,Water,"Friends,Strangers",A little (mild),Pizza
100382,2,5,"Week day dinner,Weekend lunch,Late night snack",21,The Godfather,Beer,Friends,A moderate amount (medium),Sushi
100383,3,6,"Week day dinner,At a party",22,Pulp Fiction,Lemonade,"Parents,Siblings",A lot (hot),Shawarma
100384,4,7,Weekend dinner,23,Shawshank Redemption,Iced Tea,Teachers,I will have some of this food item with my hot sauce,Pizza
100385,5,8,"Week day dinner,Weekend lunch,Late night snack",24,Inception,Coke,"Friends,Strangers",None,Sushi
100386,1,9,Weekend dinner,25,The Matrix,Pepsi,Friends,A little (mild),Shawarma
100387,2,5,"Week day dinner,Weekend lunch,Late night snack",26,Titanic,Sprite,"Parents,Siblings",A moderate amount (medium),Pizza
100388,3,6,"Week day dinner,At a party",27,Forrest Gump,Water,Teachers,A lot (hot),Sushi
100389,4,7,Weekend dinner,28,The Godfather,Beer,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
100390,5,8,"Week day dinner,Weekend lunch,Late night snack",3,Pulp Fiction,Lemonade,Friends,None,Pizza
100391,1,9,Weekend dinner,4,Shawshank Redemption,Iced Tea,"Parents,Siblings",A little (mild),Sushi
100392,2,5,"Week day dinner,Weekend lunch,Late night snack",5,Inception,Coke,Teachers,A moderate amount (medium),Shawarma
100393,3,6,"Week day dinner,At a party",6,The Matrix,Pepsi,"Friends,Strangers",A lot (hot),Pizza
100394,4,7,Weekend dinner,7,Titanic,Sprite,Friends,I will have some of this food item with my hot sauce,Sushi
100395,5,8,"Week day dinner,Weekend lunch,Late night snack",8,Forrest Gump,Water,"Parents,Siblings",None,Shawarma
100396,1,9,Weekend dinner,9,The Godfather,Beer,Teachers,A little (mild),Pizza
100397,2,5,"Week day dinner,Weekend lunch,Late night snack",10,Pulp Fiction,Lemonade,"Friends,Strangers",A moderate amount (medium),Sushi
100398,3,6,"Week day dinner,At a party",11,Shawshank Redemption,Iced Tea,Friends,A lot (hot),Shawarma
100399,4,7,Weekend dinner,12,Inception,Coke,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
100400,5,8,"Week day dinner,Weekend lunch,Late night snack",13,The Matrix,Pepsi,Teachers,None,Sushi
100401,1,9,Weekend dinner,14,Titanic,Sprite,"Friends,Strangers",A little (mild),Shawarma
100402,2,5,"Week day dinner,Weekend lunch,Late night snack",15,Forrest Gump,Water,Friends,A moderate amount (medium),Pizza
100403,3,6,"Week day dinner,At a party",16,The Godfather,Beer,"Parents,Siblings",A lot (hot),Sushi
100404,4,7,Weekend dinner,17,Pulp Fiction,Lemonade,Teachers,I will have some of this food item with my hot sauce,Shawarma
100405,5,8,"Week day dinner,Weekend lunch,Late night snack",18,Shawshank Redemption,Iced Tea,"Friends,Strangers",None,Pizza
100406,1,9,Weekend dinner,19,Inception,Coke,Friends,A little (mild),Sushi
