id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
505458,4,2,"Week day dinner,Weekend dinner,Late night snack",10,none,None,Strangers,A little (mild),Shawarma
296589,5,4,"Week day dinner,Weekend dinner",9,south park: the end of obesity,water,"Parents,Friends",A moderate amount (medium),Shawarma
604826,4,7,"Week day lunch,Week day dinner,Weekend lunch",11,i think about the movie avengers when i think of shawarma.,water,Siblings,A little (mild),Shawarma
387820,4,7,Weekend lunch,20,yeh jawaani hai deewani,soda,Siblings,A little (mild),Shawarma
603612,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,avengers,water,Siblings,None,Shawarma
712252,2,10,"Week day lunch,Weekend lunch",10,the avengers,water,Strangers,A moderate amount (medium),Shawarma
742226,2,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,the avengers (post-credit scene),juice,"Friends,Strangers",A moderate amount (medium),Shawarma
712771,3,3,Week day lunch,20,dabba,tea,Friends,None,Shawarma
746466,2,7,"Week day lunch,Week day dinner,Weekend lunch",18,rush hour,water,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
601737,4,7,"Week day lunch,Week day dinner,Weekend lunch",12,lawrence of arabia,soda,Strangers,A little (mild),Shawarma
631902,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,the avengers (2012),water,"Parents,Siblings,Friends,Strangers",None,Shawarma
312320,5,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.5,i think of the cheech & chong movies when i think of shawarma,water,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Shawarma
519986,4,8,"Week day lunch,Weekend lunch",11,avengers,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
626771,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.5,i think of the movie the avengers. they have an entire bit surrounding this food item.,"soda,water","Parents,Friends",A moderate amount (medium),Shawarma
407257,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,the avengers,soda,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
626883,4,3,"Week day dinner,Weekend dinner",5,star wars,water,"Parents,Siblings,Friends",A little (mild),Shawarma
727339,2,3,"Week day lunch,Week day dinner,Late night snack",10,the avengers,tea,"Friends,Strangers",None,Shawarma
631448,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6.5,"ratatouille again, but that's because my knowledge of movies is limited and i barely watch any.","juice,water","Parents,Siblings,Friends,Strangers",A lot (hot),Shawarma
634885,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11,shawshank redemption,water,"Siblings,Friends,Strangers",None,Shawarma
619932,3,10,"Week day lunch,Weekend lunch,Late night snack",11,none,juice,"Parents,Strangers",A little (mild),Shawarma
601986,4,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.36,mad max,soda,Strangers,A moderate amount (medium),Shawarma
631141,3,7,"Week day lunch,Weekend lunch,Weekend dinner",12,avengers,tea,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
631069,3,10,"Week day lunch,Week day dinner",12,i don't know,soda,Friends,A moderate amount (medium),Shawarma
634508,3,5,"Week day lunch,Week day dinner,Late night snack",9,aladdin,soft drink,Friends,A lot (hot),Shawarma
206744,3,7,Weekend lunch,10,the avengers,juice,"Siblings,Friends",A moderate amount (medium),Shawarma
498213,4,8,"Week day lunch,Week day dinner,Weekend dinner",9,i think of middle eastern/indian movies but nothing some in mind specifically.,soda,"Siblings,Friends",A moderate amount (medium),Shawarma
627496,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,avengers: endgame,soda,"Friends,Strangers",A lot (hot),Shawarma
629659,3,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,endgame,juice,"Parents,Siblings,Friends",A lot (hot),Shawarma
630190,2,6,Week day lunch,8,i think of the movie borat.,tea,"Friends,Strangers",A little (mild),Shawarma
401586,1,10,"Week day lunch,Weekend lunch",12.5,taken 2,soda,Friends,A moderate amount (medium),Shawarma
629263,4,12,"Week day lunch,Week day dinner",15,the avengers,soda,"Siblings,Friends,Strangers",A lot (hot),Shawarma
631678,4,10,"Week day lunch,Weekend lunch",15,ferris bueller’s day off,water,Friends,A moderate amount (medium),Shawarma
411681,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,the avengers,water,Strangers,A little (mild),Shawarma
518733,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,the dora movie,soda,Parents,A moderate amount (medium),Shawarma
630378,4,8,Week day lunch,10,the avengers,soda,Strangers,A lot (hot),Shawarma
631142,4,8,"Week day lunch,Week day dinner,Weekend lunch",12,the avengers,soda,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
519976,5,0,Weekend lunch,0,"i have no idea, i don't eat that stuff",None,Friends,None,Shawarma
604991,4,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,the avengers,water,"Parents,Strangers",A moderate amount (medium),Shawarma
522483,5,1,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,nothing,water,Strangers,None,Shawarma
629723,4,1,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",13,the whale,soda,"Siblings,Friends",A lot (hot),Shawarma
387522,3,5,"Week day lunch,Week day dinner,Late night snack",15,avengers,soda,Friends,A moderate amount (medium),Shawarma
613484,4,6,"Weekend lunch,Weekend dinner",8,chinese zodiac,water,Strangers,A lot (hot),Shawarma
388729,1,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",17.5,"it sounds like you're referring to the movie ratatouille! it’s a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. the story is set in paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. let me know if this is the one you're thinking of!",tea,Friends,None,Shawarma
494373,3,10,Week day lunch,0,the avengers,soda,Friends,A moderate amount (medium),Shawarma
630977,5,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,no movie,soda,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Shawarma
621982,2,3,Weekend dinner,12,the avengers,soda,Friends,A moderate amount (medium),Shawarma
605537,2,3,Week day lunch,6,ratatouille,juice,Strangers,A little (mild),Shawarma
607073,3,6,Week day lunch,0,sci-fic movies,soda,"Parents,Friends",A moderate amount (medium),Shawarma
624443,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",7,the avengers,water,Strangers,None,Shawarma
718089,4,6,"Week day lunch,Week day dinner",12.5,dictator,soda,Strangers,A lot (hot),Shawarma
622727,4,4,"Week day dinner,Weekend dinner",8.5,the avengers,"tea,water","Parents,Siblings,Friends",A moderate amount (medium),Shawarma
609617,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,avengers,soda,"Parents,Siblings,Friends",None,Shawarma
526064,3,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,none,milk tea,"Parents,Friends",A moderate amount (medium),Shawarma
609179,4,10,"Week day lunch,Week day dinner,Weekend dinner",12,avengers,tea,"Friends,Strangers",A moderate amount (medium),Shawarma
627638,3,10,"Week day lunch,Weekend lunch,At a party",6,no movie comes to mind.,"soda,tea",Siblings,None,Shawarma
411117,4,10,"Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9,the avengers,juice,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
634430,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,the avengers,soda,"Parents,Siblings",A little (mild),Shawarma
631711,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,sonic the hedgehog,soda,Strangers,A lot (hot),Shawarma
606010,4,6,"Week day lunch,Weekend lunch,Late night snack",8.2,those commercials by the toronto food man. za bebsi is the best.,soda,"Friends,Strangers",A lot (hot),Shawarma
631436,4,9,"Week day dinner,Weekend dinner",12,"i think of the movie 'the avengers' because in the final scene of the movie, tony stark takes the avengers to the shawarma place.",soda,Strangers,A little (mild),Shawarma
633712,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,water,"Parents,Siblings,Friends",None,Shawarma
609556,4,14,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,aladdin,water,"Friends,Strangers",A lot (hot),Shawarma
520090,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9,avengers,None,Friends,A moderate amount (medium),Shawarma
602234,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,"when eating shawarma, i think of the movie ""shrek 2"".",water,"Parents,Friends",A moderate amount (medium),Shawarma
741592,4,8,"Week day dinner,Weekend lunch,Weekend dinner",9.99,the avengers,juice,"Parents,Strangers",A moderate amount (medium),Shawarma
628547,4,12,"Week day lunch,Weekend lunch,Late night snack",15,the avengers,water,"Siblings,Friends",A lot (hot),Shawarma
501513,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,3 idiots,soda,Strangers,None,Shawarma
630929,2,5,"Week day lunch,Weekend lunch,Late night snack",9,none,soda,Friends,None,Shawarma
617379,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9,the avengers,beer,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
617310,3,9,"Week day lunch,Weekend lunch,Late night snack",13.99,avengers,lemonade,"Friends,Strangers",A lot (hot),Shawarma
495424,3,5,Week day lunch,10,spiderman,water,Strangers,None,Shawarma
622787,4,10,Week day lunch,8,deadpool 3,milk,Friends,A moderate amount (medium),Shawarma
631716,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,21 jump street,water,"Parents,Friends",A moderate amount (medium),Shawarma
741658,2,4,"Week day lunch,Week day dinner,At a party",10,the avengers,None,"Siblings,Friends,Teachers",A little (mild),Shawarma
620745,4,25,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13.5,the avengers,None,"Parents,Friends,Strangers",None,Shawarma
611932,2,5,"Week day lunch,Week day dinner,Weekend lunch",10,not sure,lassi,Strangers,None,Shawarma
635602,4,9,"Week day lunch,Weekend lunch",11,avengers (2012),"tea,lemonade",Strangers,I will have some of this food item with my hot sauce,Shawarma
619892,4,15,"Week day lunch,Weekend lunch",12,chef,lemonade,Friends,A lot (hot),Shawarma
529289,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,slumdog millionaire,tea,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
630738,3,10,"Week day dinner,Weekend dinner,At a party,Late night snack",10,none,water,"Parents,Friends,Strangers",None,Shawarma
524766,5,4,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",15,avengers,milk,Siblings,A little (mild),Shawarma
522148,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,bollywood,cola,Friends,A little (mild),Shawarma
601547,5,5,"Week day lunch,Weekend lunch,At a party",10,middle eastern movie,water,Friends,None,Shawarma
631046,3,7,Week day lunch,12,how to lose a guy in 10 days,soda,"Parents,Friends,Strangers",A lot (hot),Shawarma
66222,5,10,"Week day lunch,Late night snack",10,fast and furious,soft drink,Strangers,A lot (hot),Shawarma
603182,3,15,"Week day lunch,Weekend lunch,Weekend dinner",15,none,soda,"Parents,Siblings,Friends",A little (mild),Shawarma
632117,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11,ratatouille.,water,"Parents,Siblings,Strangers",A lot (hot),Shawarma
630209,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,the avengers,soda,Parents,None,Shawarma
413395,3,7,"Week day lunch,Week day dinner",0,marvel movies,juice,Friends,A little (mild),Shawarma
386750,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",17.5,burnt,soda,Friends,None,Shawarma
617178,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,i thought of the anime food wars.,water,"Parents,Teachers",A lot (hot),Shawarma
630128,1,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,the avengers,soft drink,Friends,I will have some of this food item with my hot sauce,Shawarma
628736,4,6,"Week day lunch,Weekend lunch",0,"i don’t usually think of any movie when having this food item, but, after using google to refresh my memory, i would say avengers because of the post-credits scene.","milk,water","Friends,Strangers",A lot (hot),Shawarma
747734,3,5,"Week day dinner,Weekend dinner",16,ponyo,sake,Friends,None,Sushi
517064,4,4,"Week day lunch,Week day dinner,Weekend dinner",1.5,kung fu panda,water,"Parents,Siblings",None,Sushi
387330,1,4,"Week day dinner,Weekend dinner,Late night snack",13,rush hour 3,wine,"Parents,Siblings",A little (mild),Sushi
746750,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,i don't know that many movies fr,water,"Parents,Siblings,Friends",None,Sushi
629285,4,4,Weekend dinner,11,scary movie,milk tea,Friends,None,Sushi
743488,3,3,Weekend lunch,10,the menu,water,"Parents,Siblings",None,Sushi
523710,4,8,"Week day dinner,Weekend lunch,Weekend dinner,At a party",12,"monsters, inc.",soda,"Friends,Strangers",A little (mild),Sushi
635179,5,5,"Week day dinner,Weekend dinner,Late night snack",13,john wick,water,"Parents,Siblings",None,Sushi
313562,4,6,"Week day lunch,Weekend lunch",25,fast and furious,water,"Parents,Siblings,Friends",A little (mild),Sushi
712670,1,2,"Weekend dinner,Late night snack",1,"sushi is from japan so i would think about a japanese movie. your name, the anime movie.","water,tea",Friends,A little (mild),Sushi
635627,4,5,"Week day lunch,Week day dinner,Weekend dinner",15,kung fu panda,water,Strangers,None,Sushi
524485,2,6,"Week day lunch,Weekend lunch,At a party,Late night snack",40,finding nemo,soda,Friends,None,Sushi
632320,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",2,your name,water,"Parents,Siblings",A little (mild),Sushi
633520,5,8,"Week day lunch,Weekend lunch,At a party",20,the emoji movie,water,Friends,None,Sushi
606905,5,5,Weekend dinner,20.99,rush hour,soup,"Parents,Friends",None,Sushi
393424,5,5,"Week day dinner,Weekend dinner",10,rush hour 2,sake,Strangers,A little (mild),Sushi
618333,1,4,"Weekend lunch,Weekend dinner,At a party",12,none,soju,Friends,A lot (hot),Sushi
628558,2,5,"Weekend lunch,Weekend dinner,At a party",25,"isle of dogs, this film =showcases a chef making a poisoned sushi.",soup,"Parents,Siblings",None,Sushi
613776,4,5,"Weekend lunch,Weekend dinner",12,john wick: chapter 3 - parabellum,tea,Parents,None,Sushi
317214,5,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,i don't think of any movie.,tea,"Parents,Siblings,Friends",A little (mild),Sushi
628093,5,6,Weekend lunch,30,cars 2.,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
411781,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11,"crazy, stupid, love",soda,Friends,A little (mild),Sushi
525567,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,crazy rich asians,water,Friends,A little (mild),Sushi
634455,4,3,"Weekend dinner,Late night snack",8,none,soju,Friends,A moderate amount (medium),Sushi
498848,3,8,"Weekend lunch,Weekend dinner",12,kill bill,sake,"Friends,Strangers",None,Sushi
638838,5,7,At a party,25,big hero 6,water,Strangers,None,Sushi
411253,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,tokyo drift,soft drink,"Parents,Siblings,Friends",None,Sushi
410165,5,7,"Week day dinner,Weekend dinner",25,ratatouille,water,Strangers,None,Sushi
608554,5,4,"Week day dinner,Weekend dinner",20,breaking bad,water,Friends,None,Sushi
602394,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,monsters inc,water,"Siblings,Friends",None,Sushi
743623,4,4,"Week day lunch,Weekend lunch,At a party,Late night snack",20,a silent voice,water,Friends,None,Sushi
87783,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",40,kill bill,beer,"Parents,Strangers",A little (mild),Sushi
632431,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.99,pokemon the first movie,water,Friends,A lot (hot),Sushi
744091,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",2,the wolverine,water,Parents,None,Sushi
519570,5,5,"Weekend lunch,Weekend dinner",20,house md,water,Parents,None,Sushi
744484,4,8,"Week day lunch,Weekend lunch,At a party,Late night snack",10,jiro dreams of sushi,water,"Teachers,Strangers",A little (mild),Sushi
508149,4,5,"Week day lunch,Week day dinner,Weekend dinner",24,the fast and the furious: tokyo drift,tea,"Parents,Friends",None,Sushi
524992,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,crazy rich asians,water,"Parents,Siblings,Friends",None,Sushi
413570,2,5,"Week day lunch,Weekend lunch,At a party",5,shark tale,tea,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
306207,2,7,"Week day lunch,Weekend lunch,Late night snack",6,who am i? (jackie chan),water,Friends,A little (mild),Sushi
634468,4,4,"Week day dinner,Weekend dinner",20,cars 2,tea,"Parents,Siblings,Friends",A little (mild),Sushi
522205,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,cars,tea,"Parents,Siblings,Friends",None,Sushi
5978,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,jiro dreams of sushi,water,"Siblings,Friends",None,Sushi
742611,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,"japanese movies, food documentaries.","sake,tea,water","Parents,Siblings,Friends",None,Sushi
631198,4,5,"Weekend lunch,Weekend dinner,At a party",12,your name,water,"Parents,Friends,Strangers",A lot (hot),Sushi
606150,3,5,"Week day lunch,Weekend lunch,Late night snack",10,"jiro dreams of sushi
--------------------",soda,Siblings,None,Sushi
313577,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the big short,soda,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
629700,2,3,"Weekend lunch,Weekend dinner",15,big hero 6,water,Friends,None,Sushi
630928,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,kodoku no gurume,tea,Parents,None,Sushi
607286,3,10,"Weekend lunch,Weekend dinner",15,godzilla,milk,"Friends,Strangers",A moderate amount (medium),Sushi
607609,4,3,"Week day dinner,Weekend dinner",14,bullet train,sake,"Parents,Strangers",None,Sushi
522890,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.5,anime,water,Strangers,None,Sushi
630227,4,3,Weekend dinner,30,your name,water,Strangers,A little (mild),Sushi
603607,4,2,"Week day lunch,Weekend lunch,Late night snack",10,memoirs of a geisha,water,Friends,None,Sushi
617029,2,4,"Week day dinner,Weekend dinner,Late night snack",10,g.i. joe,water,"Parents,Friends,Strangers",None,Sushi
617462,2,5,Weekend dinner,20,oldboy,sake,Parents,None,Sushi
633001,4,4,"Week day lunch,Weekend lunch,At a party",10,"monsters, inc.",water,Friends,None,Sushi
634690,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",18,monsters inc.,water,Siblings,None,Sushi
630198,4,5,"Week day lunch,Weekend dinner",15,inception,water,"Parents,Siblings",None,Sushi
520507,2,4,"Week day dinner,Weekend dinner,Late night snack",4.5,none,water,"Friends,Strangers",None,Sushi
635065,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,penguins of madagascar,beer,"Siblings,Friends",A little (mild),Sushi
613209,1,3,Weekend dinner,17.5,jiro dreams of sushi,water,Friends,None,Sushi
605452,5,5,"Week day lunch,Weekend lunch",25,jiro dreams of sushi,sake,Friends,A little (mild),Sushi
24137,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,japanese movie,water,Friends,None,Sushi
518809,1,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6,none,soda,Parents,None,Sushi
634646,4,5,"Week day dinner,Weekend dinner,At a party,Late night snack",10,monsters inc,water,"Friends,Strangers",A little (mild),Sushi
508156,3,6,"Week day dinner,Weekend dinner",10,crazy rich asians,water,"Siblings,Friends",A moderate amount (medium),Sushi
632909,4,4,"Week day dinner,Weekend dinner",20,john wick,tea,"Parents,Siblings,Friends",None,Sushi
414734,5,3,"Week day dinner,Weekend dinner",35,no movie,sake,Friends,None,Sushi
630250,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",19,jiro dreams of sushi,tea,"Parents,Friends",A lot (hot),Sushi
411810,2,3,"Weekend lunch,Weekend dinner",30,tokyo drift,water,"Parents,Siblings",None,Sushi
214145,1,10,"Weekend lunch,At a party",10,shrek3,sports drink,Teachers,A lot (hot),Sushi
628986,2,5,Late night snack,12.79,aquaman,soda,"Friends,Strangers",A moderate amount (medium),Sushi
211158,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,none,soup,Friends,None,Sushi
507382,5,9,"Week day dinner,Weekend dinner",12,47 ronin,tea,"Parents,Siblings",None,Sushi
522877,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,barbie (2021),water,"Siblings,Friends,Strangers",A little (mild),Sushi
635024,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,howl's moving castle,water,Friends,None,Sushi
602845,4,5,At a party,25,i think of the spider-man movie.,tea,Friends,None,Sushi
519822,4,5,"Week day lunch,Week day dinner",15,madagascar,water,"Siblings,Friends",A lot (hot),Sushi
600849,5,5,"Week day lunch,Weekend lunch,Weekend dinner",5,rush hour,water,"Siblings,Friends",None,Sushi
605148,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,monsters inc.,tea,"Siblings,Friends",None,Sushi
631600,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,penguins of madagascar. there was a scene where all penguins made sushi and had to fight a big purple octopus with it.,water,Friends,None,Sushi
716142,5,5,Week day lunch,10,kill bill,tea,"Parents,Siblings",A lot (hot),Sushi
525853,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.5,finding nemo,water,"Friends,Strangers",None,Sushi
835124,5,4,"Week day lunch,Weekend lunch,Weekend dinner",10,pokemon,tea,"Parents,Friends",None,Sushi
634764,4,5,"Week day lunch,Late night snack",15,9,water,Friends,A little (mild),Sushi
630117,4,2,"Week day lunch,Weekend lunch,Weekend dinner",1,japanese movie,tea,Parents,None,Sushi
631531,3,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17.5,jiro dreams of sushi,water,Friends,None,Sushi
714062,4,3,"Week day dinner,Weekend dinner",15,james bond,tea,Siblings,None,Sushi
629156,1,4,"Week day lunch,Weekend dinner,Late night snack",15,jiro dreams of sushi,tea,Parents,None,Sushi
498563,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",6.5,wags,tea,"Parents,Siblings",None,Sushi
625319,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,your name,"water,juice","Friends,Teachers,Strangers",A lot (hot),Sushi
723931,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,naruto,tea,"Parents,Siblings",None,Sushi
526497,4,6,"Week day lunch,Week day dinner,At a party",8,notting hill,juice,"Friends,Strangers",A moderate amount (medium),Sushi
630999,2,3,Weekend dinner,8,none,tea,Friends,None,Sushi
97339,3,5,"Week day dinner,Weekend dinner",3,the wolverine,water,"Siblings,Friends",None,Sushi
631909,4,4,"Week day dinner,Weekend dinner",5,rush hour 2,tea,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
625349,3,5,"Week day dinner,Weekend dinner,Late night snack",14,made in abyss: dawn of the deep soul,milk tea,Friends,None,Sushi
632299,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,madagascar,tea,Parents,A little (mild),Sushi
616634,1,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7,the wolverine,water,"Parents,Siblings,Friends",None,Sushi
616836,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,kung fu panda,soda,"Siblings,Strangers",None,Sushi
609116,4,5,"Week day dinner,Weekend dinner,At a party",10,your name,tea,Friends,A little (mild),Sushi
626789,3,5,"Week day lunch,Weekend lunch",14,none,soft drink,Friends,None,Sushi
504599,2,4,"Week day dinner,Weekend dinner",15,meitantei konan,tea,"Parents,Friends",None,Sushi
632684,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,cars,soda,"Friends,Strangers",None,Sushi
522967,4,5,"Week day lunch,Weekend lunch,Weekend dinner",35,the last samurai,water,"Parents,Siblings,Friends",None,Sushi
632893,4,4,Weekend dinner,20,shangchi,water,"Parents,Siblings,Friends",None,Sushi
632156,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,i don't have a movie i think of when i think of sushi.,tea,"Parents,Siblings,Strangers",A little (mild),Sushi
603582,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,godzilla,wine,"Parents,Siblings,Friends",None,Sushi
626754,5,3,"Week day dinner,Weekend lunch,Weekend dinner",15,bullet train,water,Friends,None,Sushi
298481,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",24.5,avengers,milk tea,"Parents,Friends",None,Sushi
631583,5,4,"Week day dinner,Weekend dinner,At a party,Late night snack",8,"**************
johnny english
**************",sake,"Friends,Teachers",None,Sushi
718026,5,4,"Week day dinner,Weekend dinner",20,tokyo drift,soda,"Parents,Friends",None,Sushi
616713,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,billions - tv show,sake,"Parents,Siblings,Friends",None,Sushi
602533,2,4,"Week day lunch,Week day dinner,Weekend dinner",10,rush hour,water,Parents,None,Sushi
522345,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16,madagascar 2,None,"Parents,Friends",A moderate amount (medium),Sushi
629758,4,5,"Week day dinner,Weekend dinner",17,weathering with you,tea,"Parents,Siblings",None,Sushi
631496,3,4.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,the fast and the furious: tokyo drift,water,Friends,A little (mild),Sushi
491374,3,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.5,none,tea,"Parents,Friends",None,Sushi
632051,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,godzilla,milk tea,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Sushi
409930,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,nothing,tea,"Parents,Siblings,Friends,Strangers",None,Sushi
632975,3,5,"Week day lunch,Weekend lunch,At a party",15,no movie,water,"Friends,Teachers",A lot (hot),Sushi
407221,4,3,"Week day dinner,Weekend dinner",15,"monsters, inc.",soda,Friends,A little (mild),Sushi
204508,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,ip man,tea,"Parents,Siblings,Friends",None,Sushi
