id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
100325,1,8,"Week day dinner, Weekend lunch",9,Inception,Water,"Teachers, Strangers",None,Sushi
100326,2,7,"Weekend lunch, Weekend dinner, At a party",6,The Godfather,Tea,Teachers,A little (mild),Shawarma
100327,3,7,Weekend dinner,6,Spirited Away,Soda,"Teachers, Strangers",A moderate amount (medium),Pizza
100328,4,7,"At a party, Late night snack",12,Casablanca,Coke,"Teachers, Strangers",A lot (hot),Sushi
100329,5,10,"Late night snack, Week day lunch, Week day dinner",9,Pulp Fiction,Orange Juice,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100330,1,8,Week day lunch,14,Fight Club,Coffee,"Teachers, Strangers",None,Pizza
100331,2,10,"Weekend dinner, At a party, Late night snack",15,Forrest Gump,Water,"Teachers, Strangers",A little (mild),Sushi
100332,3,8,Weekend dinner,12,The Matrix,Tea,"Teachers, Strangers",A moderate amount (medium),Shawarma
100333,4,10,"Late night snack, Week day lunch, Week day dinner",11,Interstellar,Soda,"Teachers, Strangers",A lot (hot),Pizza
100334,5,8,"Week day lunch, Weekend lunch",10,The Shawshank Redemption,Coke,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100335,1,4,"Weekend lunch, Weekend dinner, At a party",9,Gladiator,Orange Juice,"Teachers, Strangers",None,Shawarma
100336,2,7,"Weekend dinner, At a party, Late night snack",11,Titanic,Coffee,"Teachers, Strangers",A little (mild),Pizza
100337,3,7,"Week day dinner, Weekend lunch",10,Inception,Water,"Teachers, Strangers",A moderate amount (medium),Sushi
100338,4,10,"Weekend lunch, Weekend dinner, At a party",12,The Godfather,Tea,Teachers,A lot (hot),Shawarma
100339,5,8,Weekend dinner,11,Spirited Away,Soda,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100340,1,7,"At a party, Late night snack",13,Casablanca,Coke,"Teachers, Strangers",None,Sushi
100341,2,10,"Late night snack, Week day lunch, Week day dinner",15,Pulp Fiction,Orange Juice,"Parents, Siblings",A little (mild),Shawarma
100342,3,7,Week day lunch,11,Fight Club,Coffee,"Teachers, Strangers",A moderate amount (medium),Pizza
100343,4,8,"Week day lunch, Weekend lunch",11,Forrest Gump,Water,"Teachers, Strangers",A lot (hot),Sushi
100344,5,10,"Weekend lunch, Weekend dinner, At a party",9,The Matrix,Tea,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100345,1,4,Weekend dinner,9,Interstellar,Soda,"Teachers, Strangers",None,Pizza
100346,2,7,"Weekend dinner, At a party, Late night snack",12,The Shawshank Redemption,Coke,"Teachers, Strangers",A little (mild),Sushi
100347,3,7,At a party,11,Gladiator,Orange Juice,"Teachers, Strangers",A moderate amount (medium),Shawarma
100348,4,10,"At a party, Late night snack",11,Titanic,Coffee,"Teachers, Strangers",A lot (hot),Pizza
100349,5,4,"Late night snack, Week day lunch, Week day dinner",9,Inception,Water,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100350,1,8,Week day lunch,14,The Godfather,Tea,"Teachers, Strangers",None,Shawarma
100351,2,4,"Weekend lunch, Weekend dinner, At a party",9,Spirited Away,Soda,"Teachers, Strangers",A little (mild),Pizza
100352,3,7,Weekend dinner,11,Casablanca,Coke,"Teachers, Strangers",A moderate amount (medium),Sushi
100353,4,8,"At a party, Late night snack",11,Pulp Fiction,Orange Juice,Teachers," ""A lot (hot)""",Shawarma
100354,5,10,"Late night snack, Week day lunch, Week day dinner",9,Fight Club,Coffee,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100355,1,4,"Week day dinner, Weekend lunch",9,Forrest Gump,Water,"Teachers, Strangers",None,Sushi
100356,2,7,"Weekend lunch, Weekend dinner, At a party",6,The Matrix,Tea,Teachers,A little (mild),Shawarma
100357,3,7,Weekend dinner,6,Interstellar,Soda,"Teachers, Strangers",A moderate amount (medium),Pizza
100358,4,7,"At a party, Late night snack",12,The Shawshank Redemption,Coke,"Teachers, Strangers",A lot (hot),Sushi
100359,5,10,"Late night snack, Week day lunch, Week day dinner",9,Gladiator,Orange Juice,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100360,1,8,Week day lunch,14,Titanic,Coffee,"Teachers, Strangers",None,Pizza
100361,2,4,"Weekend lunch, Weekend dinner, At a party",15,Inception,Water,"Teachers, Strangers",A little (mild),Sushi
100362,3,7,Weekend dinner,12,The Godfather,Tea,"Teachers, Strangers",A moderate amount (medium),Shawarma
100363,4,8,"At a party, Late night snack",11,Spirited Away,Soda,"Teachers, Strangers",A lot (hot),Pizza
100364,5,10,"Late night snack, Week day lunch, Week day dinner",11,Casablanca,Coke,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100365,1,4,"Week day lunch, Weekend lunch",10,Pulp Fiction,Orange Juice,"Teachers, Strangers",None,Shawarma
100366,2,7,"Weekend lunch, Weekend dinner, At a party",11,Fight Club,Coffee,"Teachers, Strangers",A little (mild),Pizza
100367,3,7,"Week day dinner, Weekend lunch",10,Forrest Gump,Water,"Teachers, Strangers",A moderate amount (medium),Sushi
100368,4,10,"Weekend lunch, Weekend dinner, At a party",12,The Matrix,Tea,Teachers,A lot (hot),Shawarma
100369,5,8,Weekend dinner,11,Interstellar,Soda,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100370,1,7,"At a party, Late night snack",13,The Shawshank Redemption,Coke,"Teachers, Strangers",None,Sushi
100371,2,10,"Late night snack, Week day lunch, Week day dinner",15,Gladiator,Orange Juice,"Teachers, Strangers",A little (mild),Shawarma
100372,3,8,Week day lunch,11,Titanic,Coffee,"Teachers, Strangers",A moderate amount (medium),Pizza
100373,4,10,"Week day lunch, Weekend lunch, At a party",9,Inception,Water,"Teachers, Strangers",A lot (hot),Sushi
100374,5,8,Weekend dinner,9,The Godfather,Tea,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100375,1,4,"At a party, Late night snack",14,Spirited Away,Soda,"Teachers, Strangers",None,Pizza
100376,2,7,"Late night snack, Week day lunch, Week day dinner",15,Casablanca,Coke,Teachers," ""A little (mild)""",Sushi
100377,3,7,Week day lunch,12,Pulp Fiction,Orange Juice,"Teachers, Strangers",A moderate amount (medium),Shawarma
100378,4,10,"Week day lunch, Weekend lunch, At a party",11,Fight Club,Coffee,"Teachers, Strangers",A lot (hot),Pizza
100379,5,8,"Weekend lunch, Weekend dinner, At a party",11,Forrest Gump,Water,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100380,1,4,Weekend dinner,9,The Matrix,Tea,"Teachers, Strangers",None,Shawarma
100381,2,7,"Weekend dinner, At a party, Late night snack",12,Interstellar,Soda,"Teachers, Strangers",A little (mild),Pizza
100382,3,7,At a party,11,The Shawshank Redemption,Coke,"Teachers, Strangers",A moderate amount (medium),Sushi
100383,4,10,"At a party, Late night snack",11,Gladiator,Orange Juice,"Teachers, Strangers",A lot (hot),Shawarma
100384,5,4,"Late night snack, Week day lunch, Week day dinner",9,Titanic,Coffee,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100385,1,8,"Week day dinner, Weekend lunch",9,Inception,Water,"Teachers, Strangers",None,Sushi
100386,2,7,"Weekend lunch, Weekend dinner, At a party",6,The Godfather,Tea,Teachers,A little (mild),Shawarma
100387,3,7,Weekend dinner,6,Spirited Away,Soda,"Teachers, Strangers",A moderate amount (medium),Pizza
100388,4,7,"At a party, Late night snack",12,Casablanca,Coke,"Teachers, Strangers",A lot (hot),Sushi
100389,5,10,"Late night snack, Week day lunch, Week day dinner",9,Pulp Fiction,Orange Juice,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100390,1,8,Week day lunch,14,Fight Club,Coffee,"Teachers, Strangers",None,Pizza
100391,2,10,"Weekend dinner, At a party, Late night snack",15,Forrest Gump,Water,"Teachers, Strangers",A little (mild),Sushi
100392,3,8,Weekend dinner,12,The Matrix,Tea,"Teachers, Strangers",A moderate amount (medium),Shawarma
100393,4,10,"Late night snack, Week day lunch, Week day dinner",11,Interstellar,Soda,"Teachers, Strangers",A lot (hot),Pizza
100394,5,8,"Week day lunch, Weekend lunch",10,The Shawshank Redemption,Coke,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100395,1,4,"Weekend lunch, Weekend dinner, At a party",9,Gladiator,Orange Juice,"Teachers, Strangers",None,Shawarma
100396,2,7,"Weekend dinner, At a party, Late night snack",11,Titanic,Coffee,"Teachers, Strangers",A little (mild),Pizza
100397,3,7,"Week day dinner, Weekend lunch",10,Inception,Water,"Teachers, Strangers",A moderate amount (medium),Sushi
100398,4,10,"Weekend lunch, Weekend dinner, At a party",12,The Godfather,Tea,Teachers,A lot (hot),Shawarma
100399,5,8,Weekend dinner,11,Spirited Away,Soda,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100400,1,7,"At a party, Late night snack",13,Casablanca,Coke,"Teachers, Strangers",None,Sushi
100401,2,10,"Late night snack, Week day lunch, Week day dinner",15,Pulp Fiction,Orange Juice,"Parents, Siblings",A little (mild),Shawarma
100402,3,7,Week day lunch,11,Fight Club,Coffee,"Teachers, Strangers",A moderate amount (medium),Pizza
100403,4,8,"Week day lunch, Weekend lunch",11,Forrest Gump,Water,"Teachers, Strangers",A lot (hot),Sushi
100404,5,10,"Weekend lunch, Weekend dinner, At a party",9,The Matrix,Tea,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100405,1,4,Weekend dinner,9,Interstellar,Soda,"Teachers, Strangers",None,Pizza
100406,2,7,"Weekend dinner, At a party, Late night snack",12,The Shawshank Redemption,Coke,"Teachers, Strangers",A little (mild),Sushi
100407,3,7,At a party,11,Gladiator,Orange Juice,"Teachers, Strangers",A moderate amount (medium),Shawarma
100408,4,10,"At a party, Late night snack",11,Titanic,Coffee,"Teachers, Strangers",A lot (hot),Pizza
100409,5,4,"Late night snack, Week day lunch, Week day dinner",9,Inception,Water,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100410,1,8,Week day lunch,14,The Godfather,Tea,"Teachers, Strangers",None,Shawarma
100411,2,4,"Weekend lunch, Weekend dinner, At a party",9,Spirited Away,Soda,"Teachers, Strangers",A little (mild),Pizza
100412,3,7,Weekend dinner,11,Casablanca,Coke,"Teachers, Strangers",A moderate amount (medium),Sushi
100413,4,8,"At a party, Late night snack",11,Pulp Fiction,Orange Juice,Teachers," ""A lot (hot)""",Shawarma
100414,5,10,"Late night snack, Week day lunch, Week day dinner",9,Fight Club,Coffee,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100415,1,4,"Week day dinner, Weekend lunch",9,Forrest Gump,Water,"Teachers, Strangers",None,Sushi
100416,2,7,"Weekend lunch, Weekend dinner, At a party",6,The Matrix,Tea,Teachers,A little (mild),Shawarma
100417,3,7,Weekend dinner,6,Interstellar,Soda,"Teachers, Strangers",A moderate amount (medium),Pizza
100418,4,7,"At a party, Late night snack",12,The Shawshank Redemption,Coke,"Teachers, Strangers",A lot (hot),Sushi
100419,5,10,"Late night snack, Week day lunch, Week day dinner",9,Gladiator,Orange Juice,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100420,1,8,Week day lunch,14,Titanic,Coffee,"Teachers, Strangers",None,Pizza
100421,2,4,"Weekend lunch, Weekend dinner, At a party",15,Inception,Water,"Teachers, Strangers",A little (mild),Sushi
100422,3,7,Weekend dinner,12,The Godfather,Tea,"Teachers, Strangers",A moderate amount (medium),Shawarma
100423,4,8,"At a party, Late night snack",11,Spirited Away,Soda,"Teachers, Strangers",A lot (hot),Pizza
100424,5,10,"Late night snack, Week day lunch, Week day dinner",11,Casablanca,Coke,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100425,1,4,"Week day lunch, Weekend lunch",10,Pulp Fiction,Orange Juice,"Teachers, Strangers",None,Shawarma
100426,2,7,"Weekend lunch, Weekend dinner, At a party",11,Fight Club,Coffee,"Teachers, Strangers",A little (mild),Pizza
100427,3,7,"Week day dinner, Weekend lunch",10,Forrest Gump,Water,"Teachers, Strangers",A moderate amount (medium),Sushi
100428,4,10,"Weekend lunch, Weekend dinner, At a party",12,The Matrix,Tea,Teachers,A lot (hot),Shawarma
100429,5,8,Weekend dinner,11,Interstellar,Soda,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100430,1,7,"At a party, Late night snack",13,The Shawshank Redemption,Coke,"Teachers, Strangers",None,Sushi
100431,2,10,"Late night snack, Week day lunch, Week day dinner",15,Gladiator,Orange Juice,"Teachers, Strangers",A little (mild),Shawarma
100432,3,8,Week day lunch,11,Titanic,Coffee,"Teachers, Strangers",A moderate amount (medium),Pizza
100433,4,10,"Week day lunch, Weekend lunch, At a party",9,Inception,Water,"Teachers, Strangers",A lot (hot),Sushi
100434,5,8,Weekend dinner,9,The Godfather,Tea,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100435,1,4,"At a party, Late night snack",14,Spirited Away,Soda,"Teachers, Strangers",None,Pizza
100436,2,7,"Late night snack, Week day lunch, Week day dinner",15,Casablanca,Coke,Teachers," ""A little (mild)""",Sushi
100437,3,7,Week day lunch,12,Pulp Fiction,Orange Juice,"Teachers, Strangers",A moderate amount (medium),Shawarma
100438,4,10,"Week day lunch, Weekend lunch, At a party",11,Fight Club,Coffee,"Teachers, Strangers",A lot (hot),Pizza
100439,5,8,"Weekend lunch, Weekend dinner, At a party",11,Forrest Gump,Water,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100440,1,4,Weekend dinner,9,The Matrix,Tea,"Teachers, Strangers",None,Shawarma
100441,2,7,"Weekend dinner, At a party, Late night snack",12,Interstellar,Soda,"Teachers, Strangers",A little (mild),Pizza
100442,3,7,At a party,11,The Shawshank Redemption,Coke,"Teachers, Strangers",A moderate amount (medium),Sushi
100443,4,10,"At a party, Late night snack",11,Gladiator,Orange Juice,"Teachers, Strangers",A lot (hot),Shawarma
100444,5,4,"Late night snack, Week day lunch, Week day dinner",9,Titanic,Coffee,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100445,1,8,"Week day dinner, Weekend lunch",9,Inception,Water,"Teachers, Strangers",None,Sushi
100446,2,7,"Weekend lunch, Weekend dinner, At a party",6,The Godfather,Tea,Teachers,A little (mild),Shawarma
100447,3,7,Weekend dinner,6,Spirited Away,Soda,"Teachers, Strangers",A moderate amount (medium),Pizza
100448,4,7,"At a party, Late night snack",12,Casablanca,Coke,"Teachers, Strangers",A lot (hot),Sushi
100449,5,10,"Late night snack, Week day lunch, Week day dinner",9,Pulp Fiction,Orange Juice,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100450,1,8,Week day lunch,14,Fight Club,Coffee,"Teachers, Strangers",None,Pizza
100451,2,10,"Weekend dinner, At a party, Late night snack",15,Forrest Gump,Water,"Teachers, Strangers",A little (mild),Sushi
100452,3,8,Weekend dinner,12,The Matrix,Tea,"Teachers, Strangers",A moderate amount (medium),Shawarma
100453,4,10,"Late night snack, Week day lunch, Week day dinner",11,Interstellar,Soda,"Teachers, Strangers",A lot (hot),Pizza
100454,5,8,"Week day lunch, Weekend lunch",10,The Shawshank Redemption,Coke,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100455,1,4,"Weekend lunch, Weekend dinner, At a party",9,Gladiator,Orange Juice,"Teachers, Strangers",None,Shawarma
100456,2,7,"Weekend dinner, At a party, Late night snack",11,Titanic,Coffee,"Teachers, Strangers",A little (mild),Pizza
100457,3,7,"Week day dinner, Weekend lunch",10,Inception,Water,"Teachers, Strangers",A moderate amount (medium),Sushi
100458,4,10,"Weekend lunch, Weekend dinner, At a party",12,The Godfather,Tea,Teachers,A lot (hot),Shawarma
100459,5,8,Weekend dinner,11,Spirited Away,Soda,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100460,1,7,"At a party, Late night snack",13,Casablanca,Coke,"Teachers, Strangers",None,Sushi
100461,2,10,"Late night snack, Week day lunch, Week day dinner",15,Pulp Fiction,Orange Juice,"Parents, Siblings",A little (mild),Shawarma
100462,3,7,Week day lunch,11,Fight Club,Coffee,"Teachers, Strangers",A moderate amount (medium),Pizza
100463,4,8,"Week day lunch, Weekend lunch",11,Forrest Gump,Water,"Teachers, Strangers",A lot (hot),Sushi
100464,5,10,"Weekend lunch, Weekend dinner, At a party",9,The Matrix,Tea,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100465,1,4,Weekend dinner,9,Interstellar,Soda,"Teachers, Strangers",None,Pizza
100466,2,7,"Weekend dinner, At a party, Late night snack",12,The Shawshank Redemption,Coke,"Teachers, Strangers",A little (mild),Sushi
100467,3,7,At a party,11,Gladiator,Orange Juice,"Teachers, Strangers",A moderate amount (medium),Shawarma
100468,4,10,"At a party, Late night snack",11,Titanic,Coffee,"Teachers, Strangers",A lot (hot),Pizza
100469,5,4,"Late night snack, Week day lunch, Week day dinner",9,Inception,Water,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100470,1,8,Week day lunch,14,The Godfather,Tea,"Teachers, Strangers",None,Shawarma
100471,2,4,"Weekend lunch, Weekend dinner, At a party",9,Spirited Away,Soda,"Teachers, Strangers",A little (mild),Pizza
100472,3,7,Weekend dinner,11,Casablanca,Coke,"Teachers, Strangers",A moderate amount (medium),Sushi
100473,4,8,"At a party, Late night snack",11,Pulp Fiction,Orange Juice,Teachers," ""A lot (hot)""",Shawarma
100474,5,10,"Late night snack, Week day lunch, Week day dinner",9,Fight Club,Coffee,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100475,1,4,"Week day dinner, Weekend lunch",9,Forrest Gump,Water,"Teachers, Strangers",None,Sushi
100476,2,7,"Weekend lunch, Weekend dinner, At a party",6,The Matrix,Tea,Teachers,A little (mild),Shawarma
100477,3,7,Weekend dinner,6,Interstellar,Soda,"Teachers, Strangers",A moderate amount (medium),Pizza
100478,4,7,"At a party, Late night snack",12,The Shawshank Redemption,Coke,"Teachers, Strangers",A lot (hot),Sushi
100479,5,10,"Late night snack, Week day lunch, Week day dinner",9,Gladiator,Orange Juice,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100480,1,8,Week day lunch,14,Titanic,Coffee,"Teachers, Strangers",None,Pizza
100481,2,4,"Weekend lunch, Weekend dinner, At a party",15,Inception,Water,"Teachers, Strangers",A little (mild),Sushi
100482,3,7,Weekend dinner,12,The Godfather,Tea,"Teachers, Strangers",A moderate amount (medium),Shawarma
100483,4,8,"At a party, Late night snack",11,Spirited Away,Soda,"Teachers, Strangers",A lot (hot),Pizza
100484,5,10,"Late night snack, Week day lunch, Week day dinner",11,Casablanca,Coke,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100485,1,4,"Week day lunch, Weekend lunch",10,Pulp Fiction,Orange Juice,"Teachers, Strangers",None,Shawarma
100486,2,7,"Weekend lunch, Weekend dinner, At a party",11,Fight Club,Coffee,"Teachers, Strangers",A little (mild),Pizza
100487,3,7,"Week day dinner, Weekend lunch",10,Forrest Gump,Water,"Teachers, Strangers",A moderate amount (medium),Sushi
100488,4,10,"Weekend lunch, Weekend dinner, At a party",12,The Matrix,Tea,Teachers,A lot (hot),Shawarma
100489,5,8,Weekend dinner,11,Interstellar,Soda,"Parents, Siblings",I will have some of this food item with my hot sauce,Pizza
100490,1,7,"At a party, Late night snack",13,The Shawshank Redemption,Coke,"Teachers, Strangers",None,Sushi
100491,2,10,"Late night snack, Week day lunch, Week day dinner",15,Gladiator,Orange Juice,"Teachers, Strangers",A little (mild),Shawarma
100492,3,8,Week day lunch,11,Titanic,Coffee,"Teachers, Strangers",A moderate amount (medium),Pizza
100493,4,10,"Week day lunch, Weekend lunch, At a party",9,Inception,Water,"Teachers, Strangers",A lot (hot),Sushi
100494,5,8,Weekend dinner,9,The Godfather,Tea,"Parents, Siblings",I will have some of this food item with my hot sauce,Shawarma
100495,1,4,"At a party, Late night snack",14,Spirited Away,Soda,"Teachers, Strangers",None,Pizza
100496,2,7,"Late night snack, Week day lunch, Week day dinner",15,Casablanca,Coke,Teachers," ""A little (mild)""",Sushi
100497,3,7,Week day lunch,12,Pulp Fiction,Orange Juice,"Teachers, Strangers",A moderate amount (medium),Shawarma
100498,4,10,"Week day lunch, Weekend lunch, At a party",11,Fight Club,Coffee,"Teachers, Strangers",A lot (hot),Pizza
100499,5,8,"Weekend lunch, Weekend dinner, At a party",11,Forrest Gump,Water,"Parents, Siblings",I will have some of this food item with my hot sauce,Sushi
100500,1,4,Weekend dinner,9,The Matrix,Tea,"Teachers, Strangers",None,Shawarma
112362,1,3,Week day lunch,12,Avengers,cola,Parents,None,Pizza
112379,2,4,Week day dinner;Weekend lunch,19,Inception,water,Siblings;Friends,A little (mild),Sushi
112396,3,5,Weekend lunch;Weekend dinner;At a party,26,Titanic,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
112413,4,6,Weekend dinner,7,The Godfather,lemonade,Teachers,A lot (hot),Pizza
112430,5,7,At a party;Late night snack,14,Forrest Gump,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Sushi
112447,1,8,Late night snack;Week day lunch;Week day dinner,21,Jurassic Park,wine,Parents;Siblings;Friends,None,Shawarma
112464,2,9,Week day lunch;Week day dinner,12,Star Wars,soda,Siblings;Friends,A little (mild),Pizza
112481,3,10,Week day dinner;Weekend lunch;Weekend dinner,19,Back to the Future,espresso,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
112515,5,12,Weekend dinner;At a party;Late night snack,7,Interstellar,smoothie,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
112532,1,3,At a party,14,Pirates of the Caribbean,cola,Parents,None,Sushi
112549,2,4,At a party;Late night snack,21,The Lion King,water,Siblings;Friends,A little (mild),Shawarma
112566,3,5,Late night snack;Week day lunch;Week day dinner,12,Pulp Fiction,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
112583,4,6,Week day lunch,19,Toy Story,lemonade,Teachers,A lot (hot),Sushi
112600,5,7,Week day dinner;Weekend lunch,26,Fight Club,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Shawarma
112617,1,8,Weekend lunch;Weekend dinner;At a party,7,Avengers,cola,Parents,None,Pizza
112634,2,9,Weekend dinner;At a party;Late night snack,14,Inception,water,Siblings;Friends,A little (mild),Sushi
112651,3,10,At a party;Late night snack;Week day lunch,21,Titanic,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
112668,4,11,Late night snack,26,The Godfather,lemonade,Teachers,A lot (hot),Pizza
112685,5,12,Late night snack;Week day lunch,7,Forrest Gump,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Sushi
112702,1,13,Week day lunch;Week day dinner;Weekend lunch,14,Jurassic Park,wine,Parents;Siblings;Friends,None,Shawarma
112719,2,3,Week day dinner;Weekend lunch,21,Star Wars,soda,Siblings;Friends,A little (mild),Pizza
112736,3,4,Weekend lunch;Weekend dinner;At a party,26,Back to the Future,espresso,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
112753,4,5,Weekend dinner,7,The Matrix,sparkling water,Teachers,A lot (hot),Shawarma
112770,5,6,At a party;Late night snack,14,Interstellar,smoothie,Strangers;Parents,I will have some of this food item with my hot sauce,Pizza
112787,1,7,At a party;Late night snack;Week day lunch,21,Pirates of the Caribbean,cola,Parents,None,Sushi
112804,2,8,Late night snack;Week day lunch,26,The Lion King,water,Siblings;Friends,A little (mild),Shawarma
112821,3,9,Week day lunch;Week day dinner;Weekend lunch,7,Pulp Fiction,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
112838,4,10,Week day dinner,14,Toy Story,lemonade,Teachers,A lot (hot),Sushi
112855,5,11,Week day lunch;Week day dinner,21,Fight Club,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Shawarma
112872,1,12,Week day dinner;Weekend lunch;Weekend dinner,26,Avengers,cola,Parents,None,Pizza
112889,2,13,Weekend lunch;Weekend dinner,7,Inception,water,Siblings;Friends,A little (mild),Sushi
112906,3,3,Weekend dinner;At a party;Late night snack,14,Titanic,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
112923,4,4,At a party,21,The Godfather,lemonade,Teachers,A lot (hot),Pizza
112940,5,5,At a party;Late night snack,26,Forrest Gump,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Sushi
112957,1,6,At a party;Late night snack;Week day lunch,7,Jurassic Park,wine,Parents;Siblings;Friends,None,Shawarma
112974,2,7,Late night snack;Week day lunch,14,Star Wars,soda,Siblings;Friends,A little (mild),Pizza
112991,3,8,Week day lunch;Week day dinner;Weekend lunch,21,Back to the Future,espresso,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
113008,4,9,Week day dinner,26,The Matrix,sparkling water,Teachers,A lot (hot),Shawarma
113025,5,10,Week day lunch;Week day dinner,7,Interstellar,smoothie,Strangers;Parents,I will have some of this food item with my hot sauce,Pizza
113042,1,11,Week day dinner;Weekend lunch;Weekend dinner,14,Pirates of the Caribbean,cola,Parents,None,Sushi
113059,2,12,Weekend lunch;Weekend dinner,21,The Lion King,water,Siblings;Friends,A little (mild),Shawarma
113076,3,13,Weekend dinner;At a party;Late night snack,26,Pulp Fiction,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
113093,4,3,At a party,7,Toy Story,lemonade,Teachers,A lot (hot),Sushi
113110,5,4,At a party;Late night snack,14,Fight Club,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Shawarma
113127,1,5,At a party;Late night snack;Week day lunch,21,Avengers,cola,Parents,None,Pizza
113144,2,6,Late night snack;Week day lunch,26,Inception,water,Siblings;Friends,A little (mild),Sushi
113161,3,7,Week day lunch;Week day dinner;Weekend lunch,7,Titanic,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
113178,4,8,Week day dinner,14,The Godfather,lemonade,Teachers,A lot (hot),Pizza
113195,5,9,Week day lunch;Week day dinner,21,Forrest Gump,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Sushi
113212,1,10,Week day dinner;Weekend lunch;Weekend dinner,26,Jurassic Park,wine,Parents;Siblings;Friends,None,Shawarma
113229,2,11,Weekend lunch;Weekend dinner,7,Star Wars,soda,Siblings;Friends,A little (mild),Pizza
113246,3,12,Weekend dinner;At a party;Late night snack,14,Back to the Future,espresso,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
113263,4,13,At a party,21,The Matrix,sparkling water,Teachers,A lot (hot),Shawarma
113280,5,3,At a party;Late night snack,26,Interstellar,smoothie,Strangers;Parents,I will have some of this food item with my hot sauce,Pizza
113297,1,4,At a party;Late night snack;Week day lunch,7,Pirates of the Caribbean,cola,Parents,None,Sushi
113314,2,5,Late night snack;Week day lunch,14,The Lion King,water,Siblings;Friends,A little (mild),Shawarma
113331,3,6,Week day lunch;Week day dinner;Weekend lunch,21,Pulp Fiction,iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
113348,4,7,Week day dinner,26,Toy Story,lemonade,Teachers,A lot (hot),Sushi
113365,5,8,Week day lunch;Week day dinner,7,Fight Club,beer,Strangers;Parents,I will have some of this food item with my hot sauce,Shawarma
113382,1,9,Week day dinner;Weekend lunch;Weekend dinner,14,Avengers,cola,Parents,None,Pizza
113399,2,10,Weekend lunch;Weekend dinner,21,Inception,water,Siblings;Friends,A little (mild),Sushi
